"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1881","1881","04","Kilkenny","2","Female","Number","50560"
"FY001C01","Population at Each Census","1881","1881","05","Laois","-","Both sexes","Number","73124"
"FY001C01","Population at Each Census","1881","1881","05","Laois","1","Male","Number","36861"
"FY001C01","Population at Each Census","1881","1881","05","Laois","2","Female","Number","36263"
"FY001C01","Population at Each Census","1881","1881","06","Longford","-","Both sexes","Number","61009"
"FY001C01","Population at Each Census","1881","1881","06","Longford","1","Male","Number","30770"
"FY001C01","Population at Each Census","1881","1881","06","Longford","2","Female","Number","30239"
"FY001C01","Population at Each Census","1881","1881","07","Louth","-","Both sexes","Number","77684"
"FY001C01","Population at Each Census","1881","1881","07","Louth","1","Male","Number","37989"
"FY001C01","Population at Each Census","1881","1881","07","Louth","2","Female","Number","39695"
"FY001C01","Population at Each Census","1881","1881","08","Meath","-","Both sexes","Number","87469"
"FY001C01","Population at Each Census","1881","1881","08","Meath","1","Male","Number","44315"
"FY001C01","Population at Each Census","1881","1881","08","Meath","2","Female","Number","43154"
"FY001C01","Population at Each Census","1881","1881","09","Offaly","-","Both sexes","Number","72852"
"FY001C01","Population at Each Census","1881","1881","09","Offaly","1","Male","Number","37106"
"FY001C01","Population at Each Census","1881","1881","09","Offaly","2","Female","Number","35746"
"FY001C01","Population at Each Census","1881","1881","10","Westmeath","-","Both sexes","Number","71798"
"FY001C01","Population at Each Census","1881","1881","10","Westmeath","1","Male","Number","36478"
"FY001C01","Population at Each Census","1881","1881","10","Westmeath","2","Female","Number","35320"
"FY001C01","Population at Each Census","1881","1881","11","Wexford","-","Both sexes","Number","123854"
"FY001C01","Population at Each Census","1881","1881","11","Wexford","1","Male","Number","60928"
"FY001C01","Population at Each Census","1881","1881","11","Wexford","2","Female","Number","62926"
"FY001C01","Population at Each Census","1881","1881","12","Wicklow","-","Both sexes","Number","70386"
"FY001C01","Population at Each Census","1881","1881","12","Wicklow","1","Male","Number","35101"
"FY001C01","Population at Each Census","1881","1881","12","Wicklow","2","Female","Number","35285"
"FY001C01","Population at Each Census","1881","1881","13","Clare","-","Both sexes","Number","141457"
"FY001C01","Population at Each Census","1881","1881","13","Clare","1","Male","Number","71058"
"FY001C01","Population at Each Census","1881","1881","13","Clare","2","Female","Number","70399"
"FY001C01","Population at Each Census","1881","1881","14","Cork","-","Both sexes","Number","495607"
"FY001C01","Population at Each Census","1881","1881","14","Cork","1","Male","Number","246044"
"FY001C01","Population at Each Census","1881","1881","14","Cork","2","Female","Number","249563"
"FY001C01","Population at Each Census","1881","1881","15","Kerry","-","Both sexes","Number","201039"
"FY001C01","Population at Each Census","1881","1881","15","Kerry","1","Male","Number","101208"
"FY001C01","Population at Each Census","1881","1881","15","Kerry","2","Female","Number","99831"
"FY001C01","Population at Each Census","1881","1881","16","Limerick","-","Both sexes","Number","180632"
"FY001C01","Population at Each Census","1881","1881","16","Limerick","1","Male","Number","88311"
"FY001C01","Population at Each Census","1881","1881","16","Limerick","2","Female","Number","92321"
"FY001C01","Population at Each Census","1881","1881","17","Tipperary","-","Both sexes","Number","199612"
"FY001C01","Population at Each Census","1881","1881","17","Tipperary","1","Male","Number","98755"
"FY001C01","Population at Each Census","1881","1881","17","Tipperary","2","Female","Number","100857"
"FY001C01","Population at Each Census","1881","1881","18","Waterford","-","Both sexes","Number","112768"
"FY001C01","Population at Each Census","1881","1881","18","Waterford","1","Male","Number","54618"
"FY001C01","Population at Each Census","1881","1881","18","Waterford","2","Female","Number","58150"
"FY001C01","Population at Each Census","1881","1881","19","Galway","-","Both sexes","Number","242005"
"FY001C01","Population at Each Census","1881","1881","19","Galway","1","Male","Number","120609"
"FY001C01","Population at Each Census","1881","1881","19","Galway","2","Female","Number","121396"
"FY001C01","Population at Each Census","1881","1881","20","Leitrim","-","Both sexes","Number","90372"
"FY001C01","Population at Each Census","1881","1881","20","Leitrim","1","Male","Number","45190"
"FY001C01","Population at Each Census","1881","1881","20","Leitrim","2","Female","Number","45182"
"FY001C01","Population at Each Census","1881","1881","21","Mayo","-","Both sexes","Number","245212"
"FY001C01","Population at Each Census","1881","1881","21","Mayo","1","Male","Number","119421"
"FY001C01","Population at Each Census","1881","1881","21","Mayo","2","Female","Number","125791"
"FY001C01","Population at Each Census","1881","1881","22","Roscommon","-","Both sexes","Number","132490"
"FY001C01","Population at Each Census","1881","1881","22","Roscommon","1","Male","Number","66657"
"FY001C01","Population at Each Census","1881","1881","22","Roscommon","2","Female","Number","65833"
"FY001C01","Population at Each Census","1881","1881","23","Sligo","-","Both sexes","Number","111578"
"FY001C01","Population at Each Census","1881","1881","23","Sligo","1","Male","Number","55144"
"FY001C01","Population at Each Census","1881","1881","23","Sligo","2","Female","Number","56434"
"FY001C01","Population at Each Census","1881","1881","24","Cavan","-","Both sexes","Number","129476"
"FY001C01","Population at Each Census","1881","1881","24","Cavan","1","Male","Number","64637"
"FY001C01","Population at Each Census","1881","1881","24","Cavan","2","Female","Number","64839"
"FY001C01","Population at Each Census","1881","1881","25","Donegal","-","Both sexes","Number","206035"
"FY001C01","Population at Each Census","1881","1881","25","Donegal","1","Male","Number","100671"
"FY001C01","Population at Each Census","1881","1881","25","Donegal","2","Female","Number","105364"
"FY001C01","Population at Each Census","1881","1881","26","Monaghan","-","Both sexes","Number","102748"
"FY001C01","Population at Each Census","1881","1881","26","Monaghan","1","Male","Number","50077"
"FY001C01","Population at Each Census","1881","1881","26","Monaghan","2","Female","Number","52671"
"FY001C01","Population at Each Census","1891","1891","-","State","-","Both sexes","Number","3468694"
"FY001C01","Population at Each Census","1891","1891","-","State","1","Male","Number","1728601"
"FY001C01","Population at Each Census","1891","1891","-","State","2","Female","Number","1740093"
"FY001C01","Population at Each Census","1891","1891","01","Carlow","-","Both sexes","Number","40936"
"FY001C01","Population at Each Census","1891","1891","01","Carlow","1","Male","Number","20552"
"FY001C01","Population at Each Census","1891","1891","01","Carlow","2","Female","Number","20384"
"FY001C01","Population at Each Census","1891","1891","02","Dublin","-","Both sexes","Number","419216"
"FY001C01","Population at Each Census","1891","1891","02","Dublin","1","Male","Number","197409"
"FY001C01","Population at Each Census","1891","1891","02","Dublin","2","Female","Number","221807"
"FY001C01","Population at Each Census","1891","1891","03","Kildare","-","Both sexes","Number","70206"
"FY001C01","Population at Each Census","1891","1891","03","Kildare","1","Male","Number","38407"
"FY001C01","Population at Each Census","1891","1891","03","Kildare","2","Female","Number","31799"
"FY001C01","Population at Each Census","1891","1891","04","Kilkenny","-","Both sexes","Number","87261"
"FY001C01","Population at Each Census","1891","1891","04","Kilkenny","1","Male","Number","43468"
"FY001C01","Population at Each Census","1891","1891","04","Kilkenny","2","Female","Number","43793"
"FY001C01","Population at Each Census","1891","1891","05","Laois","-","Both sexes","Number","64883"
"FY001C01","Population at Each Census","1891","1891","05","Laois","1","Male","Number","33171"
"FY001C01","Population at Each Census","1891","1891","05","Laois","2","Female","Number","31712"
"FY001C01","Population at Each Census","1891","1891","06","Longford","-","Both sexes","Number","52647"
"FY001C01","Population at Each Census","1891","1891","06","Longford","1","Male","Number","26681"
"FY001C01","Population at Each Census","1891","1891","06","Longford","2","Female","Number","25966"
"FY001C01","Population at Each Census","1891","1891","07","Louth","-","Both sexes","Number","71038"
"FY001C01","Population at Each Census","1891","1891","07","Louth","1","Male","Number","35242"
"FY001C01","Population at Each Census","1891","1891","07","Louth","2","Female","Number","35796"
"FY001C01","Population at Each Census","1891","1891","08","Meath","-","Both sexes","Number","76987"
"FY001C01","Population at Each Census","1891","1891","08","Meath","1","Male","Number","39224"
"FY001C01","Population at Each Census","1891","1891","08","Meath","2","Female","Number","37763"
"FY001C01","Population at Each Census","1891","1891","09","Offaly","-","Both sexes","Number","65563"
"FY001C01","Population at Each Census","1891","1891","09","Offaly","1","Male","Number","33777"
"FY001C01","Population at Each Census","1891","1891","09","Offaly","2","Female","Number","31786"
"FY001C01","Population at Each Census","1891","1891","10","Westmeath","-","Both sexes","Number","65109"
"FY001C01","Population at Each Census","1891","1891","10","Westmeath","1","Male","Number","33927"
"FY001C01","Population at Each Census","1891","1891","10","Westmeath","2","Female","Number","31182"
"FY001C01","Population at Each Census","1891","1891","11","Wexford","-","Both sexes","Number","111778"
"FY001C01","Population at Each Census","1891","1891","11","Wexford","1","Male","Number","54935"
"FY001C01","Population at Each Census","1891","1891","11","Wexford","2","Female","Number","56843"
"FY001C01","Population at Each Census","1891","1891","12","Wicklow","-","Both sexes","Number","62136"
"FY001C01","Population at Each Census","1891","1891","12","Wicklow","1","Male","Number","31054"
"FY001C01","Population at Each Census","1891","1891","12","Wicklow","2","Female","Number","31082"
"FY001C01","Population at Each Census","1891","1891","13","Clare","-","Both sexes","Number","124483"
"FY001C01","Population at Each Census","1891","1891","13","Clare","1","Male","Number","63138"
"FY001C01","Population at Each Census","1891","1891","13","Clare","2","Female","Number","61345"
"FY001C01","Population at Each Census","1891","1891","14","Cork","-","Both sexes","Number","438432"
"FY001C01","Population at Each Census","1891","1891","14","Cork","1","Male","Number","219988"
"FY001C01","Population at Each Census","1891","1891","14","Cork","2","Female","Number","218444"
"FY001C01","Population at Each Census","1891","1891","15","Kerry","-","Both sexes","Number","179136"
"FY001C01","Population at Each Census","1891","1891","15","Kerry","1","Male","Number","91017"
"FY001C01","Population at Each Census","1891","1891","15","Kerry","2","Female","Number","88119"
"FY001C01","Population at Each Census","1891","1891","16","Limerick","-","Both sexes","Number","158912"
"FY001C01","Population at Each Census","1891","1891","16","Limerick","1","Male","Number","78607"
"FY001C01","Population at Each Census","1891","1891","16","Limerick","2","Female","Number","80305"
